priority,rule_id,domain,category,executable,immutable,severity,status,trigger_en,trigger_expr,action_en,agronomic_basis,yield_impact,confidence,source_tier,recoverability,source_class,references,review_outcome,reviewer,review_date,review_comment_mr
P3,D10-APP-004,D10,APP,no,no,info,PHASE_1_RAW_UNVALIDATED,Farmer belongs to a priority category,,"Note the priority order and ensure the supporting document is attached. Order is families of martyred soldiers, families of farmers who died by suicide, below poverty line, widowed or deserted women, small and marginal farmers, then others.",Priority affects both selection likelihood in the lottery and the applicable subsidy percentage. Small and marginal status alone is worth about 5 percentage points on the drip subsidy.,None. Affects the capital cost outcome.,0.78,B,full,SRC-Q,govtyojanamaharashtra.com priority order,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D10-CROP-001,D10,CROP,no,no,info,PHASE_1_RAW_UNVALIDATED,Area planning or market assessment before planting,,"State that Maharashtra has only about 4,000 hectares under ginger, roughly 1.3 percent of India's area. Local supply is limited so prices can be good, but the market is thin, technical support is limited, and seed availability is uncertain.","A small state area produces four consequences at once â€” limited local supply supporting price, a thin market that moves sharply on modest arrivals, sparse extension experience, and a correspondingly small seed market.",None directly. Shapes the area decision and the seed procurement timeline.,0.85,A,full,SRC-Q,Directorate of Agriculture Maharashtra 2023 via AgriTimes,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D10-CROP-002,D10,CROP,no,no,info,PHASE_1_RAW_UNVALIDATED,Local experience is being sought,,"Ask older growers and seed sellers in the district. Aurangabad appears as a ginger district in two of three published lists and a landrace called Aurangabadi is separately recorded, so local tradition is probably deeper than assumed.","Two independent signals point the same way. A place-named landrace usually indicates sustained local cultivation over a long period, and that means adapted material and accumulated practical knowledge may exist locally.",Could surface a locally adapted variety and practical knowledge that no publication contains.,0.65,B,full,SRC-D,Agrowon district list | AgroWorld district list | AgroWorld variety list including Aurangabadi,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,"Confidence 0.65 — architectural intent OK, पण source / local validation पूर्ण होईपर्यंत CONDITIONAL. Season 1 data नंतर confidence upgrade करावी."
P3,D10-CROP-003,D10,CROP,no,no,info,PHASE_1_RAW_UNVALIDATED,Comparison against state benchmarks requested,,"Use 53 quintal per acre as the state average benchmark. Reaching 90 is roughly 70 percent above it and 110 is more than double, which is the honest way to frame what good management is worth here.","The state average of 13.2 tonnes per hectare converts to about 53 quintal per acre. The gap between that and the genetic ceiling is attributable to management rather than to climate or soil, which is the central argument of Domain 11.",Framing rather than a factor. Sets a realistic and verifiable benchmark.,0.85,A,full,SRC-Q,Directorate of Agriculture Maharashtra 2023 | Domain 11 gap analysis,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D10-INS-002,D10,INS,no,no,info,PHASE_1_RAW_UNVALIDATED,Crop loan being considered AND scale_of_finance_per_acre is unknown,,"Obtain the scale of finance for ginger from the district lead bank. It sets the credit limit, which matters for a crop costing about Rs 1.45 lakh per acre.","Scale of finance is set by the district technical committee per crop. If it is set low for ginger, or not set at all because the crop is uncommon here, the credit available will not match the actual cost.",None. Affects whether the plan is financeable.,0.7,B,full,VERIFY,Domain 13 cost structure,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,"Confidence 0.70 — architectural intent OK, पण source / local validation पूर्ण होईपर्यंत CONDITIONAL. Season 1 data नंतर confidence upgrade करावी."
P3,D10-INS-003,D10,INS,no,no,info,PHASE_1_RAW_UNVALIDATED,Inputs being purchased,,Keep seed purchase bills and all input receipts. They are needed for loan documentation and for any insurance claim.,"Claims and loan documentation require proof of expenditure. Seed is the largest single cost and the one most often bought informally, so it is the receipt most likely to be missing.",None. Protects the claim.,0.75,B,partial,SRC-D,Domain 10 records note,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D10-INST-001,D10,INST,no,no,info,PHASE_1_RAW_UNVALIDATED,research_centre_contacted is false,,"Contact the Halad Sanshodhan Yojana at Kasbe Digraj, Sangli. Five domains rest primarily on this one centre. Ask about Marathwada-specific recommendations, the CIB&RC list for ginger, economic threshold levels, a reliable seed source, and whether the published variety trial yields already used broad ridge layout.","Domains 2, 4, 5, 6 and 8 draw primarily on this centre's published work. Turmeric and ginger are in the same family so its research applies directly, and one of the questions â€” the broad ridge trial question â€” is currently blocking the entire Domain 11 yield ceiling computation.",Resolves a blocking open item that every u-value computation depends on.,0.85,A,full,SRC-Q,"Agrowon articles by Kadam, Mali and Mahajan",CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D10-INST-002,D10,INST,no,no,info,PHASE_1_RAW_UNVALIDATED,University enquiry being prepared,,"Direct the enquiry to the College of Horticulture at VNMKV Parbhani, not the general agronomy department. Ginger is a spice and horticultural crop.","Crop classification determines which department holds the expertise. A ginger question sent to the agronomy department is likely to be redirected, which costs weeks in a season with a fixed planting deadline.",None. Saves time on a time-constrained calendar.,0.75,A,full,DERIVED,coh.vnmkv.ac.in,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D10-INST-003,D10,INST,no,no,info,PHASE_1_RAW_UNVALIDATED,Local technical support or soil testing needed,,"Contact KVK 1 at Paithan Road, Chhatrapati Sambhajinagar â€” the nearest extension centre. Ask about soil testing, local ginger experience, and the Aurangabadi landrace.","KVK's mandate is exactly this â€” local technical guidance, soil testing, demonstrations and input advice. VNMKV women scientists have separately run a programme on organic turmeric guidance, and turmeric is the same family, so applicable local knowledge exists.","Unblocks the soil test, which is a blocking item for Domains 2 and 4.",0.78,A,full,SRC-Q,kvkchhatrapatisambhajinagar.blogspot.com | promkvparbhani.blogspot.com turmeric programme,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D10-INST-004,D10,INST,no,no,info,PHASE_1_RAW_UNVALIDATED,Shared processing capacity being considered for dry ginger,,"Explore the MoFPI food processing scheme as the institutional route to a shared facility. Domain 9 identified a group or cooperative facility as the safe answer for chemical processing, and this is the funding path toward one.","The caustic soda method produces export-grade dry ginger and is not safe at individual farm level. A shared facility resolves both the safety problem and the capital problem, and a food processing scheme is the normal route to funding one.",None. Opens a value-addition route that is otherwise closed on safety grounds.,0.6,B,full,VERIFY,Domain 9 soda khar safety block | VNMKV MoFPI project note,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,"Confidence 0.60 — architectural intent OK, पण source / local validation पूर्ण होईपर्यंत CONDITIONAL. Season 1 data नंतर confidence upgrade करावी."
P3,D10-LAB-002,D10,LAB,no,no,info,PHASE_1_RAW_UNVALIDATED,Soil assessment being planned,,"Run the percolation pit test alongside the laboratory test. Dig a 30 cm pit, fill and drain fully, refill and time the second drain. It costs nothing, takes a day, and for ginger it matters more than the chemical panel.","For ginger the governing soil risk is physical drainage rather than chemical fertility, and no laboratory report measures infiltration on this plot. Above 12 hours the recommendation is to avoid ginger there altogether.","Determines bed height, channel design, and in the worst case the go or no-go decision.",0.8,B,full,SRC-D,Domain 2 percolation test method,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D10-MKT-001,D10,MKT,no,no,info,PHASE_1_RAW_UNVALIDATED,Market access being assessed before planting,,Enquire directly with the Chhatrapati Sambhajinagar APMC and local traders whether ginger is traded and at what price. It does not appear in the state arrival lists at all.,"Absence from the arrival lists means no reportable ginger arrival at the nearest market. The realistic outlets are Mumbai at roughly 350 km and Nagpur at roughly 500 km, so transport cost becomes a real component of net return.",None. Informs the area decision and the transport budget.,0.75,B,full,VERIFY,News18 Marathi APMC arrival lists | Domain 9 market registry,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D10-MKT-002,D10,MKT,no,no,info,PHASE_1_RAW_UNVALIDATED,Alternative selling channels being explored,,"Check whether the local APMC is linked to eNAM, whether a farmer producer company operates in the area, and whether any processing buyer exists. In a thin market an alternative channel can be worth more than a better price at the same channel.","State daily arrivals are roughly one percent of onion, so the crop is exposed to a single thin channel. An alternative outlet reduces that concentration risk more effectively than optimising within the same channel.",None. Reduces market risk.,0.65,B,full,FIELD,Domain 9 thin market finding,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,"Confidence 0.65 — architectural intent OK, पण source / local validation पूर्ण होईपर्यंत CONDITIONAL. Season 1 data नंतर confidence upgrade करावी."
P3,D10-SUB-005,D10,SUB,no,no,info,PHASE_1_RAW_UNVALIDATED,Shadenet subsidy being considered for ginger,,"Caution against it as a first step. The scheme funds a full shadenet house, whereas ginger needs about 25 percent shade for roughly the first two months. Test mulch, a tall intercrop such as tur, or temporary netting first.","The crop's shade requirement is seasonal and partial, while the scheme funds a permanent full structure. Spending the capital on a disproportionate solution crowds out cheaper measures that address the same May heat problem.",Prevents misallocated capital rather than adding yield.,0.7,B,full,DERIVED,govtyojanamaharashtra.com shadenet ceiling | Domain 7 heat window | Domain 8 shade and aroma,LEGAL_REVIEW_REQUIRED,Kuldip — Agronomy Compliance Owner,2026-09-22,"Maharashtra scheme (subsidy) — कायदेशीर/नियामक क्षेत्र, agronomy scope बाहेर. Legal/regulatory desk कडून final wording आणि compliance verification झाल्यावर production release."
P3,D10-SUB-006,D10,SUB,no,no,info,PHASE_1_RAW_UNVALIDATED,Economic model being run for the enterprise,,"Run the cost model twice â€” once with subsidy and once without. Ginger economics at Kannad differ fundamentally between the two, and the difference falls entirely on capital rather than on operating cost.","Drip is a precondition, so its cost is unavoidable. Subsidy at 75 to 80 percent changes who bears it, not whether it is incurred. Since selection is by lottery, both cases are live until the result is known.",None. Determines viability and the area decision.,0.8,B,full,DERIVED,Domain 10 subsidy rates | Domain 13 cost structure,LEGAL_REVIEW_REQUIRED,Kuldip — Agronomy Compliance Owner,2026-09-22,"Maharashtra scheme (subsidy) — कायदेशीर/नियामक क्षेत्र, agronomy scope बाहेर. Legal/regulatory desk कडून final wording आणि compliance verification झाल्यावर production release."
P3,D10-VAR-002,D10,VAR,no,no,info,PHASE_1_RAW_UNVALIDATED,Improved variety seed is not available locally,,"Institutional sources exist â€” CPCRI at Kasaragod, Kerala for improved varieties, and ICAR-IISR at Kozhikode for Mahima, Rejatha and Varada. Allow for transport time and quarantine considerations.",The three recommended varieties all originate from ICAR-IISR Kozhikode. Going to the source is slower and more certain than hoping a local trader stocks them.,Enables the variety choice rather than defaulting to whatever is available.,0.75,A,full,SRC-Q,AgroWorld CPCRI address | Domain 1 variety origins,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-AP-001,D11,AP,no,no,info,PHASE_1_RAW_UNVALIDATED,Advisory priority is being computed for a set of pending actions,,"Score by u-value multiplied by two if the factor is irrecoverable, multiplied by one and a half if the action window is open now. Irrecoverability and urgency both raise priority above the raw u-value.",A recoverable 0.15 factor and an irrecoverable 0.15 factor are not equally urgent. Nor are two identical factors when one window closes this week and the other in two months.,Determines which advisory the farmer sees first when several are due.,0.75,B,full,EST,Domain 11 prioritisation formula | Core C6.2,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-AP-003,D11,AP,no,no,info,PHASE_1_RAW_UNVALIDATED,Pre-season advisory calendar being generated,,"Front-load it. Variety, seed source and seed treatment together carry a combined u-value of about 0.40 and all three are decided before day zero. Layout at 0.167 and planting date at 0.20 follow immediately.",Three irrecoverable decisions worth about 38 percent combined are taken before the crop exists. An advisory engine that starts at planting has already missed the largest block of controllable loss.,Determines whether the highest-value advisory window is used at all.,0.85,A,none,DERIVED,Domain 11 G0 factor group | Core C13.7 pre-season stage,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D11-CL-002,D11,CL,no,no,info,PHASE_1_RAW_UNVALIDATED,Ceiling being explained to a farmer,,"State that the ceiling is the theoretical maximum with all u-values at zero, which never happens. Present the target range of 60, 90 and 110 as the realistic frame, and the state average of 53 as the benchmark.","Presenting the ceiling as an expectation sets up failure. Scenario A with excellent management computes to 102, which is below the ceiling because some loss is unavoidable.","None. Sets expectations correctly, which affects whether the advice is believed.",0.82,A,full,DERIVED,Domain 1 yield targets | Domain 11 scenario A,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-EC-001,D11,EC,no,no,info,PHASE_1_RAW_UNVALIDATED,A u-value is being converted to money,,"Multiply the ceiling by the u-value to get quintal lost, then by the price. Always state the price assumed, and run it at a crashed price as well as the current one.","The same u-value is worth very different amounts at Rs 4,000 and Rs 12,000 per quintal, and ginger prices are strongly cyclical. Presenting one figure without the price assumption gives a false sense of precision.",None. Makes the economic case honest and checkable.,0.85,A,full,DERIVED,Domain 11 economic conversion | Domain 9 price cyclicality,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Universal claim — soil/variety/stage context शिवाय एकाच शिफारशीने सर्व farms साठी लागू केले जाऊ नये. Trigger मध्ये soil/variety/stage gate जोडून CONDITIONAL.
P3,D11-EC-002,D11,EC,no,no,info,PHASE_1_RAW_UNVALIDATED,The value of the advisory is being explained,,"Present the four decisions that account for about Rs 2.85 lakh per acre â€” timely planting, broad ridge layout, correct variety, and timely earthing up. Three cost nothing and the fourth costs about Rs 6,000 in labour. All four depend on timing rather than on money.","The four combine to about Rs 2,84,800 at 113 quintal and Rs 4,000 per quintal, against a combined cost of about Rs 6,000. None requires an expensive input, and each has a fixed window.",None directly. It is the clearest statement of what a timing engine is worth.,0.8,A,none,DERIVED,Domain 11 economic conversion table,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-EC-004,D11,EC,no,no,info,PHASE_1_RAW_UNVALIDATED,Prevention spending is being justified,,"Show the ratio. Preventing soft rot costs about Rs 24,500 in mulch, drainage, seed treatment and Trichoderma, against an exposure of about Rs 3.16 lakh. That is roughly thirteen to one.",The prevention stack costs about 17 percent of the total cost of cultivation and addresses the largest single loss factor in the crop. No fertiliser or chemical in the knowledge base has a comparable ratio.,None directly. Justifies the budget line that the standard cost sheet omits.,0.78,B,full,DERIVED,Domain 6 prevention stack | Domain 13 cost structure,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D11-FM-001,D11,FM,no,no,info,PHASE_1_RAW_UNVALIDATED,Cumulative yield loss is being computed from multiple factors,,Use the sub-additive formula: total loss equals one minus the product of one minus each u-value. Never add the u-values.,"Losses act on what remains, not on the original crop. Five factors of 0.20 each sum to 1.00, which would mean zero yield and is impossible; multiplied they give 0.67 loss with 33 percent remaining, which is realistic.",Method rather than a factor. Wrong aggregation produces impossible predictions.,0.9,A,full,DERIVED,Core Layer C9.1,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-FM-003,D11,FM,no,no,info,PHASE_1_RAW_UNVALIDATED,A source states a loss directly,,"Use it as given with no conversion. Earthing up skipped is stated as 10 to 15 percent loss, so the u-value is 0.125 directly.",Applying the gain-to-loss conversion to a figure already expressed as a loss would understate it. The conversion applies in one direction only.,Prevents a systematic understatement of directly stated losses.,0.85,A,full,DERIVED,Agrowon earthing up loss statement,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-FM-004,D11,FM,no,no,info,PHASE_1_RAW_UNVALIDATED,The independence assumption is being relied on in a computation,,Flag the assumption. The formula assumes independence and in ginger the factors are linked through the rot pathway. Present the result with that caveat rather than as an exact figure.,"Every major pest is a gateway to rot, mechanical injury reaches the same endpoint, and poor mulch raises rot incidence directly. The dependencies all run toward one terminal outcome, which is why grouping matters more here than in a crop with independent loss pathways.",None. Prevents overconfidence in a computed figure.,0.75,B,full,DERIVED,Domain 11 interdependence caveat | Domain 5 central finding,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D11-GA-003,D11,GA,no,no,info,PHASE_1_RAW_UNVALIDATED,Gap attribution complete AND gap_unexplained_pct is large,,"Treat it as a finding, not a failure. Investigate whether a factor is missing from the register or whether one of the applied u-values is wrong. Record the hypothesis for the next season.","The register has thirty-five factors and twenty-two of them are estimates, so a large residual is expected in the first season. Its size and direction indicate where the register is weakest.",None. Directs the improvement effort.,0.78,B,full,DERIVED,Domain 11 residual meaning,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-PR-001,D11,PR,no,no,info,PHASE_1_RAW_UNVALIDATED,A yield prediction is being issued,,"Always issue it with an interval and name the stage: pre-season plus or minus 25 percent, end of G1 plus or minus 22, mid-season plus or minus 20, pre-harvest plus or minus 12 without sampling and plus or minus 8 with it.","A point estimate implies precision the method does not have, particularly when twenty-two of thirty-five inputs are estimates and the yield organ cannot be observed. The interval is the honest part of the prediction.",None. Determines whether the prediction is trusted after the first season.,0.8,B,full,EST,Core C9.2 | Domain 11 prediction staging,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Fixed 25% yield penalty local validation शिवाय unsupported. Mechanism ठेवावा; numeric penalty काढून CONDITIONAL — Season 1 field data नंतर calibrate करावा.
P3,D11-PR-004,D11,PR,no,no,info,PHASE_1_RAW_UNVALIDATED,Prediction accuracy is being compared against sugarcane or another crop,,"State plainly that ginger prediction will not match sugarcane accuracy because the yield organ is invisible. Then state what this domain is actually for â€” knowing which factor puts how much at risk, before it happens, which does not require an accurate forecast.","Sugarcane offers height, millable cane count and Brix as non-destructive mid-season measurements. Ginger offers leaves and tillers, which correlate weakly with rhizome mass. Claiming equivalent accuracy would fail at the first harvest.",None. Sets expectations that the method can meet.,0.85,B,full,DERIVED,Domain 11 comparison table,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-RC-003,D11,RC,no,no,info,PHASE_1_RAW_UNVALIDATED,A scheduled operation is completed or missed,,"Record the date if done and the reason if not. Seventeen of thirty-five factors are record-detectable rather than sensor or observation detectable, so the operation log is the largest single input to attribution.","Mulch stages, earthing up, fertiliser splits, micronutrient sprays and layout choice are all invisible at harvest. Only the record shows whether they happened, and the reason for an omission is what reveals implementation barriers.",None directly. It is the majority of the attribution input.,0.82,A,partial,DERIVED,Domain 11 register summary | Domain 8 overdue operation query,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D11-SC-001,D11,SC,no,no,info,PHASE_1_RAW_UNVALIDATED,Pre-season planning AND a yield expectation is requested,,"Present the scenarios rather than a single number. Excellent management gives about 102 quintal, good management with some slips about 86, typical management about 50, and a disease event on good management about 34.","The scenarios make the consequences of specific omissions visible rather than abstract. The gap between B at 86 and C at 50 is five common management omissions, which is a concrete and actionable comparison.",None. Makes the value of the advisory legible before the season starts.,0.78,A,full,DERIVED,Domain 11 scenario computations,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-UV-001,D11,UV,no,no,info,PHASE_1_RAW_UNVALIDATED,A u-value is being applied to a computation,,"Carry its source class with it. Ten of thirty-five are quantitatively sourced, fourteen are descriptive or derived, and eleven are estimates. Report the aggregate confidence accordingly rather than presenting all values as equal.",A prediction built mostly on estimates should not be reported with the same confidence as one built on measured values. Carrying the class through the computation lets the interval reflect the evidence.,None. Makes the stated uncertainty honest.,0.85,A,full,DERIVED,Domain 11 u-value register | Domain 1 source class definitions,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-UV-002,D11,UV,no,no,info,PHASE_1_RAW_UNVALIDATED,First-season records become available for a factor,,Update that u-value from EST to FIELD class and record both the old and new values. Do not overwrite the original â€” the change itself is the learning.,"Twenty-two of thirty-five values are estimates and can only become measurements through recorded outcomes. Keeping the original alongside the revision shows how far the estimate was off, which is information about the estimation method itself.",None this season. It is the mechanism by which the whole register improves.,0.82,B,full,DERIVED,Domain 11 gap attribution | Domain 12 learning layer,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D11-UV-003,D11,UV,no,no,info,PHASE_1_RAW_UNVALIDATED,Factors are being ranked for attention,,"Note that twenty-four of thirty-five factors are irrecoverable, about 69 percent. That means most advisory has to be preventive and issued before the window opens, not diagnostic after symptoms appear.","For an irrecoverable factor, detection after the event has no remedial value. The advisory has to fire on the environmental precondition or the calendar rather than on the symptom.",Determines the fundamental shape of the advisory engine.,0.85,A,full,DERIVED,Domain 11 register summary | Domain 6 trigger-based escalation,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D11-UV-004,D11,UV,no,no,info,PHASE_1_RAW_UNVALIDATED,Sensor coverage is being justified,,"Note that only seven of thirty-five factors are sensor-detectable, but they include the largest ones â€” saturation, water exhaustion and critical window stress. Sensors cover few factors and the heaviest ones.","Counting factors would understate the sensor's value and counting u-value would overstate the breadth. Both figures together give the accurate picture â€” narrow coverage, heavy weight.",None. Frames the hardware investment honestly.,0.78,B,full,DERIVED,Domain 11 register summary | Domain 5 sensor limitation | Domain 6 sensor strength,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D11-VL-001,D11,VL,no,no,info,PHASE_1_RAW_UNVALIDATED,The u-value method is being justified to a partner or reviewer,,Present the validation. Scenario C uses five independently sourced u-values with no tuning and computes 50 quintal per acre. The Maharashtra state average is 53. Agreement is within about 6 percent.,"The five factors were gathered from separate sources over separate research sessions with no reference to the state average. That the aggregate reproduces the observed figure supports three things: the u-values are approximately right, the ceiling-to-average gap is management rather than environment, and the gap is therefore addressable.",None directly. It is the numerical basis of the product's commercial argument.,0.75,A,full,DERIVED,Directorate of Agriculture Maharashtra 2023 | Domain 11 scenario C,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D12-AL-002,D12,AL,no,no,info,PHASE_1_RAW_UNVALIDATED,"A low-confidence decision, an unexpected outcome or a symptom outside the decision tree occurs",,"Queue it for expert review with the full context. Include the rule that fired, the inputs it used, and the outcome if known.","These are the cases where the rule base is weakest, and reviewing them is how the rules improve. Without the inputs alongside the decision, the reviewer cannot tell whether the rule or the data was at fault.",None directly. It is the correction mechanism for the rule base.,0.78,B,full,DERIVED,Core C12.3 active learning queue,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D12-ARCH-001,D12,ARCH,no,no,info,PHASE_1_RAW_UNVALIDATED,Development priorities are being set,,Build layer 1 rules and layer 2 language first. Layer 3 learning depends on both plus accumulated records and cannot be built earlier. Layers 1 and 2 deliver full value on their own.,"The dependency runs one way. Rules need nothing, language needs rules, learning needs both plus data. Attempting layer 3 first produces a model trained on nothing.",None. Determines whether the product ships at all in season one.,0.88,B,full,DERIVED,Domain 12 layer model,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
